SUBS_KEY,TARGET,OG_MOU_F4,IC_MOU_F4,OG_CALLS_F4,IC_CALLS_F4,RCHG_AMOUNT_F4,CNT_RCHG_F4,AVG_MBL_F4,IC_OG_RATIO_F4,OG_MOU_F7,IC_MOU_F7,OG_CALLS_F7,IC_CALLS_F7,RCHG_AMOUNT_F7,CNT_RCHG_F7,AVG_MBL_F7,IC_OG_RATIO_F7,OG_MOU_F10,IC_MOU_F10,OG_CALLS_F10,IC_CALLS_F10,RCHG_AMOUNT_F10,CNT_RCHG_F10,AVG_MBL_F10,IC_OG_RATIO_F10,DS_IC_MOU_F4,DS_IC_MOU_F7,DS_IC_MOU_F10,DS_OG_MOU_F4,DS_OG_MOU_F7,DS_OG_MOU_F10,DS_OG_CALLS_F4,DS_OG_CALLS_F7,DS_OG_CALLS_F10,DS_IC_CALLS_F4,DS_IC_CALLS_F7,DS_IC_CALLS_F10,DS_RCHG_MRP_F4,DS_RCHG_MRP_F7,DS_RCHG_MRP_F10,DS_RCHG_MRP_F4_EX1,DS_RCHG_MRP_F7_EX1,DS_RCHG_MRP_F10_EX1,SUBS_ACTIVATION_DT,ACTIVATION_DT,DAY_END_MBL_F4,DAY_END_MBL_F7,DAY_END_MBL_F10,SLP_MBL_F4,SLP_MBL_F7,SLP_MBL_F10,SLP_OGMOU_F4,SLP_OGMOU_F7,SLP_OGMOU_F10,SLP_ICMOU_F4,SLP_ICMOU_F7,SLP_ICMOU_F10,SD_MBL_F4,SD_MBL_F7,SD_MBL_F10,SD_OGMOU_F4,SD_OGMOU_F7,SD_OGMOU_F10,SD_ICMOU_F4,SD_ICMOU_F7,SD_ICMOU_F10,MAX_MBL_F4_EX1,MAX_MBL_F7_EX1,MAX_MBL_F10_EX1,MAX_MBL_F4,MAX_MBL_F7,MAX_MBL_F10,MAX_MRP_HIGH_AMT_F4,MAX_MRP_HIGH_AMT_F7,MAX_MRP_HIGH_AMT_F10,CNT_VLR_INS_F4,CNT_VLR_INS_F7,CNT_VLR_INS_F10,CNT_STD_INS_F4,CNT_STD_INS_F7,CNT_STD_INS_F10,CNT_STD_OG_INS_F4,CNT_STD_OG_INS_F7,CNT_STD_OG_INS_F10,CNT_STD_IC_INS_F4,CNT_STD_IC_INS_F7,CNT_STD_IC_INS_F10,CNT_ROAM_INS_F4,CNT_ROAM_INS_F7,CNT_ROAM_INS_F10,CNT_SMS_INS_F4,CNT_SMS_INS_F7,CNT_SMS_INS_F10,CNT_DEC_INS_F4,CNT_DEC_INS_F7,CNT_DEC_INS_F10,AVG_NIG_USG_F4,AVG_NIG_USG_F7,AVG_NIG_USG_F10,AVG_STD_USG_F4,AVG_STD_USG_F7,AVG_STD_USG_F10,DND,DND_INFO,CHG_IC_MOU_L5_F5,USAGE_SPREAD,SUM_RCHG_MRP_L10,TARGET_21_30
623576842,0,189.5,6.75,38,12,117,3,29.93,0.04,349.93,10.87,70,19,167,4,30.05,0.03,604.43,13.87,99,33,305,6,27.84,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,41701,3,40.78,25.1,27.6,-4.21,-0.76,-0.9,-10.59,-0.55,3.96,0.25,0.03,-0.05,19,14.04,14.68,26.89,24.2,28.03,1.26,1.02,1.01,40.78,40.78,40.78,46.22,46.22,46.22,54,54,88,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,0,0,-0.16,0.22,305,0
623576843,1,5.97,0,1,0,198,1,3.63,0,5.97,0,1,0,198,1,3.63,0,5.97,0,1,0,198,1,3.63,0,19,19,19,0,0,0,0,0,0,19,19,19,0,0,0,19,19,19,41701,3,3.63,3.63,3.63,0,0,0,-1.79,-0.64,-0.33,0,0,0,0,0,0,2.98,2.26,1.89,0,0,0,3.63,3.63,3.63,3.63,3.63,3.63,198,198,198,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.02,198,0
623576844,0,71.13,0,6,0,48,1,30.52,0,76.77,0,8,0,118,3,22.31,0,82.07,0,11,0,153,4,18.21,0,19,19,19,0,0,0,0,0,0,19,19,19,0,0,0,19,3,3,41701,3,13.9,10.7,7.52,-12.34,-6.38,-3.94,0.37,-3.44,-2.34,0,0,0,17.17,15.9,14.59,20.07,16.57,14.3,0,0,0,44.69,44.69,44.69,45.97,45.97,45.97,48,48,48,4,7,10,3,5,7,3,5,7,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0.14,153,0
623576926,0,0,0,0,0,175,1,10,999,0,0,0,0,175,1,10,999,0.72,0,1,0,175,1,9.87,0,19,19,19,19,19,8,19,19,8,19,19,19,0,0,0,19,19,19,41701,3,10,10,9.36,0,0,-0.06,0,0,0.03,0,0,0,0,0,0.27,0,0,0.23,0,0,0,10,10,10,10,10,10,175,175,175,4,7,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.02,175,0
623576931,0,1.08,0.83,1,1,47,2,22.76,0.77,5.4,1.32,4,2,47,2,21.72,0.24,14.12,2.63,7,4,47,2,19.72,0.19,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,19,19,19,41701,3,22.03,18.14,10.3,-0.29,-0.69,-1.18,0.32,0.42,0.5,0.25,0.05,0.04,0.49,1.73,4.04,0.54,1.35,2.31,0.42,0.34,0.37,23,23,23,23,23,23,29,29,29,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,1.16,0.14,47,0
623576932,1,2.05,0,3,0,48,1,52.81,0,2.05,0,3,0,48,1,50.46,0,2.05,0,3,0,48,1,39.13,0,19,19,19,2,2,2,2,2,2,19,19,19,0,0,0,19,19,19,41701,3,48.67,46.67,12.68,-2.91,-1.76,-5.41,0.2,-0.07,-0.06,0,0,0,3.8,4.03,18.55,1.02,0.77,0.65,0,0,0,54.94,54.94,54.94,56.94,56.94,56.94,48,48,48,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,4,5,8,0,0,0,0,0,0,0,0,0,0.02,48,0
623576933,0,112.72,0,21,0,112,2,89.74,0,155.07,0.3,33,1,112,2,78.26,0,212.48,8.17,59,9,112,2,65.53,0.04,19,6,6,0,0,0,0,0,0,19,6,6,0,0,0,19,19,19,41701,3,75.15,57.35,30.65,-10.78,-8.02,-8.25,-6.02,-4.26,-2.12,0,0.03,0.3,14.5,17.85,25.28,17.15,14.86,13.91,0,0.11,1.43,89.3,89.3,89.3,109.6,109.6,109.6,58,58,58,4,7,10,2,5,7,2,5,7,0,0,0,0,0,0,0,0,0,4,7,10,0.01,0.01,0.01,0,0,0,29,1,0,0.28,112,0
623576942,0,88.85,98.78,23,29,48,1,31.85,1.11,90.1,148.85,27,47,78,2,22.75,1.65,109.52,271.72,47,62,78,2,21.16,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,5,41701,3,3.19,26.14,14.49,-13.46,-6.13,-2.84,11.56,-2.6,-1.75,-3.07,-2.17,0.68,19.54,19.49,16.2,22.23,19.57,16.32,17.5,15.35,29.37,42.03,42.03,42.03,46.07,46.07,46.07,48,48,48,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,6,9,0.49,0.48,0.5,0,0,0,0,0,0.22,0.38,78,0
623576946,0,11.63,165.23,12,27,38,3,5.47,14.2,20.55,369.68,19,47,48,4,4.39,17.99,30.68,530.63,29,68,68,6,3.94,17.29,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,41701,3,3,0.26,1.9,-1.84,-1.01,-0.54,0.84,0.09,0.05,12.18,9.21,2.46,2.49,2.59,2.3,3.16,2.74,2.34,15.82,21.03,27.96,5.32,5.32,5.32,8.9,8.9,8.9,18,18,18,4,7,10,1,2,2,1,2,2,0,0,0,0,0,0,0,0,1,3,5,8,0,0,0,0,0,0,0,0,0.44,0.24,68,0
623576953,0,39.22,33.98,16,10,58,1,55.25,0.87,71.37,91.55,32,23,58,1,44.56,1.28,86.42,112.75,47,29,58,1,37.08,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,41701,3,43.8,27.4,18.3,-5.58,-6.58,-5.44,-0.62,-0.68,-1.01,2.46,2.85,0.25,7.93,14.6,16.96,6.46,8.27,7.62,5.67,7.98,7.31,60,60,60,61.1,61.1,61.1,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,7,10,0,0,0,0,0,0,0,0,0.04,0.26,58,0
623576960,0,0,0,0,0,58,1,68,999,0.42,0,1,0,58,1,67.94,0,0.77,0,2,0,58,1,67.76,0,19,19,19,19,6,6,19,6,6,19,19,19,0,0,0,19,19,19,41701,3,68,67.6,67.2,0,-0.04,-0.1,0,0.04,0.02,0,0,0,0,0.15,0.34,0,0.16,0.16,0,0,0,68,68,68,68,68,68,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.04,58,0
623576962,0,2.72,0.2,6,1,0,0,1.67,0.07,2.72,0.2,6,1,0,0,1.06,0.07,4.8,0.2,11,1,30,1,5.07,0.04,1,1,1,0,0,0,0,0,0,1,1,1,19,19,8,19,19,7,41701,3,0.74,0,21.2,-0.98,-0.51,1.79,-0.19,-0.18,-0.01,-0.02,-0.01,-0.01,1.44,1.3,8.8,0.89,0.73,0.69,0.1,0.08,0.06,1.42,1.42,22.06,3.78,3.78,22.06,0,0,30,4,7,10,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,3,3,5,0,0,0,0.15,0.15,0.08,29,1,-1,0.1,30,0
623576963,1,1.55,0.5,4,2,175,1,5.55,0.32,1.55,0.5,4,2,175,1,4.72,0.32,1.55,0.5,4,2,175,1,4.38,0.32,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,19,19,19,41701,3,3.61,3.61,3.61,-2.06,-0.78,-0.41,0.15,-0.06,-0.05,0.05,-0.02,-0.02,3.04,2.39,2.02,0.77,0.59,0.49,0.25,0.19,0.16,5,5,5,10,10,10,175,175,175,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,-1,0.02,175,1
623576964,0,3,0,6,0,58,1,11.93,0,10.38,0,9,0,78,2,8.29,0,10.38,0,9,0,78,2,5.8,0,19,19,19,0,0,0,0,0,0,19,19,19,0,0,0,19,4,4,41701,3,0,0,0,-14.32,-4.38,-2.54,-0.62,0.26,-0.1,0,0,0,23.86,17.81,15.08,0.87,2.7,2.32,0,0,0,0,10.32,10.32,47.72,47.72,47.72,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0.06,78,0
623576971,1,83.83,1.62,50,11,58,1,39.81,0.02,121.33,3.03,79,14,58,1,25.95,0.02,122.48,3.03,81,14,58,1,18.55,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,41701,3,21.78,2.08,1.28,-11.22,-9.4,-6.33,2.54,-1.59,-2.71,-0.06,-0.05,-0.07,14.56,20.5,20.55,5.89,7.73,10.34,0.34,0.53,0.48,45.04,45.04,45.04,56.24,56.24,56.24,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,7,8,0,0,0,0,0,0,0,0,-1,0.16,58,1
623577020,0,8.83,47.12,7,9,58,1,63.93,5.33,10.6,53.32,12,12,58,1,63.2,5.03,10.73,64.28,13,18,58,1,62.63,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,41701,3,63.4,61.65,61.3,-0.63,-0.51,-0.42,-1.91,-0.68,-0.42,-7.43,-3.63,-1.86,1.05,1.21,1.35,2.61,2.06,1.82,11.41,9.82,8.72,63.4,63.4,63.4,65.5,65.5,65.5,58,58,58,4,7,10,3,6,7,2,5,6,3,4,4,0,0,0,0,0,0,2,5,6,0,0,0,10.48,9.75,9.63,0,0,-0.79,0.18,58,0
623577023,1,82.68,0.28,55,2,203,1,8.92,0,136.78,0.42,101,3,203,1,7.68,0,210.85,1.83,140,6,203,1,7.19,0.01,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,19,19,19,41701,3,6.03,6.03,6.03,-1.23,-0.84,-0.49,7.07,0.42,0.87,0.06,0,0.05,1.93,2.06,1.86,10.59,9.61,8.38,0.08,0.08,0.29,10,10,10,10,10,10,203,203,203,4,7,10,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,0,0,2.4,0.22,203,1
623577050,1,5.42,0.73,8,4,18,1,21.22,0.14,5.42,29.45,8,8,18,1,14.65,5.44,6.45,29.88,9,10,48,2,14.56,4.63,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,19,19,7,41701,3,15.88,3.88,17.58,-2.14,-3.88,-1.15,1.62,0,-0.07,0.22,2.03,0.17,3.56,8.81,9.2,2.71,2.05,1.71,0.37,10.15,8.52,23,23,24.58,23,23,24.58,18,18,30,4,7,10,1,1,2,1,1,2,0,0,0,0,0,0,1,4,6,1,4,6,0,0,0,0,0,0,0,0,14.15,0.12,48,1
623577063,0,0.08,0,2,0,18,1,16.6,0,4,0,3,0,18,1,9.49,0,4,0,3,0,67,4,6.71,0,19,19,19,0,0,0,0,0,0,19,19,19,0,0,0,19,19,6,41701,3,2.35,0,0.4,-6.61,-4.74,-2.78,-0.02,0.13,-0.03,0,0,0,9.73,11.23,10.2,0.04,1.48,1.24,0,0,0,22.81,22.81,22.81,22.89,22.89,22.89,18,18,20,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0.04,67,0
623577064,0,27.43,31.53,12,5,47,1,25.11,1.15,42.93,50.28,19,10,47,1,19.24,1.17,64.55,141.95,22,27,47,1,14.29,2.2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,19,19,19,41701,3,18.64,8.65,1.75,-2.83,-3.72,-3.4,3.44,0.03,0,7.03,0.68,3.43,4.35,8.34,10.51,7.98,6.19,5.89,9.57,7.7,15.36,26.86,26.86,26.86,28.06,28.06,28.06,47,47,47,4,7,10,4,6,9,3,4,6,2,3,6,0,0,0,1,1,1,3,6,8,0,0,0,1.19,1.01,1.4,0,0,1.74,0.2,47,0
623577090,0,0,0,0,0,198,1,5.5,999,0,0,0,0,198,1,5.5,999,0,0,0,0,217,2,4.8,999,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,19,19,7,41701,3,5.5,5.5,1.5,0,0,-0.35,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5,198,198,198,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,3,0,0,0,0,0,0,0,0,0,0,217,0
623577091,0,2.12,2.38,5,1,58,1,59.96,1.13,2.12,2.38,5,1,58,1,54.88,1.13,2.12,2.38,5,1,58,1,43.83,1.13,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,19,19,19,41701,3,50.76,42.8,5.82,-5.53,-3.81,-6.29,0.43,-0.04,-0.05,0.24,-0.09,-0.07,7.52,8.68,20.09,0.61,0.52,0.45,1.19,0.9,0.75,66.1,66.1,66.1,66.1,66.1,66.1,58,58,58,4,7,10,2,2,2,2,2,2,1,1,1,0,0,0,1,1,1,3,3,3,0,0,0,2.88,2.88,2.88,0,0,-1,0.06,58,0
623577117,0,32.08,12.07,18,6,212,5,32.29,0.38,40.6,18.13,22,8,338,7,36.26,0.45,54.33,18.4,25,12,358,8,34.13,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41701,3,22.52,55.83,34.83,-10.65,1.87,-0.2,-7.08,-2.17,-0.72,0.67,-0.31,-0.42,17.3,22.27,18.68,9.67,7.7,7.34,5.01,4.11,3.57,24.52,62.93,62.93,58.21,62.93,62.93,70,70,70,4,7,10,1,1,1,1,1,1,0,0,0,0,0,0,4,7,10,4,7,10,0,0,0,0,0,0,0,0,-0.99,0.22,358,0
623577157,1,0,0,0,0,58,1,68,999,0,0,0,0,58,1,68,999,3.27,1.22,2,1,58,1,67.88,0.37,19,19,9,19,19,9,19,19,9,19,19,9,0,0,0,19,19,19,41701,3,68,68,66.8,0,0,-0.07,0,0,0.18,0,0,0.07,0,0,0.38,0,0,1.03,0,0,0.38,68,68,68,68,68,68,58,58,58,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.02,58,1
623577204,1,19.2,14.02,32,21,47,2,12.42,0.73,19.25,26.83,34,37,67,4,7.73,1.39,26.13,142.85,45,85,87,6,6.33,5.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,5,41701,3,0.72,2.98,3.36,-6.72,-3.46,-1.75,2.86,-0.51,-0.23,-1.11,0.21,4.96,8.86,8.6,7.39,4.34,3.99,3.69,1.71,2.61,20.69,17.13,17.13,17.13,21.01,21.01,21.01,29,29,29,4,7,10,2,2,4,0,0,0,2,2,4,0,0,0,2,2,2,4,5,8,0,0,1.61,0.17,0.14,0.2,0,0,6.9,0.34,87,1
623577217,1,0,1.28,0,2,58,1,68,999,0.42,2.13,1,4,58,1,67.89,5.12,0.42,2.13,1,4,58,1,67.8,5.12,2,2,2,19,5,5,19,5,5,2,2,2,0,0,0,19,19,19,41701,3,68,67.6,67.6,0,-0.07,-0.06,0,0.03,0,0.2,0.02,-0.03,0,0.2,0.21,0,0.16,0.13,0.44,0.36,0.33,68,68,68,68,68,68,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.61,0.08,58,0
623577218,0,13.4,194.15,18,34,48,1,54.68,14.49,23.85,216.23,26,49,48,1,50.89,9.07,39.1,227.43,29,62,48,1,46.95,5.82,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,19,19,19,41701,3,49.96,43.69,34.54,-2.62,-2.5,-2.58,2.27,0.44,0.37,1.39,-8.68,-6.4,3.48,5.45,7.86,3.03,2.26,2.63,49.47,41.62,36.43,56.39,56.39,56.39,58,58,58,48,48,48,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,4.11,2.78,1.69,0,0,0,0,0,-0.85,0.3,48,0
623577225,0,0.57,0,2,0,58,1,67.85,0,14.72,3.32,11,4,58,1,64.41,0.23,35.67,10.03,18,7,58,1,58.03,0.28,19,6,6,3,3,3,3,3,3,19,6,6,0,0,0,19,19,19,41701,3,67.4,55.2,37.6,-0.18,-2.01,-3.55,0.17,1.52,1.14,0,0.36,0.38,0.3,4.88,11.5,0.28,5.32,5.71,0,1.25,1.65,68,68,68,68,68,68,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,29,1,0,0.1,58,0
623577230,0,2.87,3.52,5,6,48,1,54.78,1.23,13.62,13.33,13,14,48,1,53.03,0.98,25.58,20.33,32,17,48,1,50.29,0.79,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,19,19,19,41701,3,54.78,48.61,41.7,0,-1.08,-1.59,-0.86,0.48,0.41,0.56,0.65,0.2,0,2.9,5.15,1.43,3.4,3,0.81,1.85,2.28,54.78,54.78,54.78,54.78,54.78,54.78,48,48,48,4,7,10,0,1,2,0,1,2,0,0,0,0,0,0,1,1,1,1,4,7,0,0,0,0,0,0,0,0,1.99,0.24,48,0
623577348,0,1.18,1.78,4,2,65,3,19.08,1.51,5.12,2.68,10,4,65,3,16.63,0.52,5.9,2.93,14,5,65,3,14.64,0.5,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,19,19,19,41701,3,17.29,11.71,9.24,-0.81,-1.49,-1.38,0.03,0.31,0.04,-0.38,-0.12,-0.08,1.21,3.33,4.24,0.39,0.91,0.79,0.73,0.55,0.48,19.51,19.51,19.51,20,20,20,29,29,29,4,7,10,0,1,1,0,1,1,0,0,0,0,0,0,1,3,4,2,5,8,0,0,0,0,0,0,0,0,-0.77,0.18,65,0
623577377,0,22.93,6.92,6,4,67,3,13.5,0.3,40.22,10.97,10,6,67,3,8.5,0.27,60.92,12.32,17,8,117,4,16.13,0.2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,2,41701,3,13.2,1.33,30.41,-4.72,-3.4,2.02,1.03,-0.43,-0.03,1,0.24,-0.07,9.85,9.36,14.55,4.61,6.62,6.16,1.51,1.73,1.53,17.78,17.78,35.71,23,23,35.71,29,29,50,4,7,10,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,3,5,7,0,0,0,0,0,0,0,0,-0.22,0.2,117,0
623577378,0,8.3,39.18,7,6,58,1,64.88,4.72,8.68,59.38,8,10,58,1,63.99,6.84,43.95,79.57,17,22,58,1,60.67,1.81,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,19,19,19,41701,3,62.9,62.6,48.9,-1.63,-0.75,-1.81,-0.12,-0.42,1.15,0.2,-1.2,-0.54,2.22,1.93,6.47,3.08,2.42,9.85,13.36,10.93,9.16,64.8,64.8,64.8,68,68,68,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,6,0,0,0,0,0,0,0,0,-0.59,0.2,58,1
623577379,0,16.72,0,4,0,48,1,50.58,0,22.85,4.38,17,3,48,1,47.92,0.19,33.35,4.38,21,3,48,1,45.79,0.13,19,4,4,1,1,1,1,1,1,19,4,4,0,0,0,19,19,19,41701,3,47.97,44.29,37.99,-3.05,-1.88,-1.6,-1.54,-0.94,-0.24,0,0.16,-0.03,4.95,4.82,5.35,7.92,6.03,5.1,0,1.66,1.39,48.37,48.37,48.37,58,58,58,48,48,48,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,0,0,0,0,0,0,0,0,-1,0.16,48,1
623577380,0,0,31.93,0,7,70,1,80,999,4.23,43.85,2,10,70,1,79.49,10.36,9.98,62.37,5,16,70,1,78.44,6.25,0,0,0,19,5,5,19,5,5,0,0,0,0,0,0,19,19,19,41701,3,80,78,74.2,0,-0.33,-0.6,0,0.32,0.33,0.71,-0.66,-0.22,0,0.89,2,0,1.4,1.75,7.44,5.98,4.95,80,80,80,80,80,80,70,70,70,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,-0.3,0.2,70,0
623577381,1,1.25,0,2,0,48,1,57.25,0,1.25,0,2,0,48,1,57.25,0,1.25,0,2,0,48,1,57.25,0,19,19,19,0,0,0,0,0,0,19,19,19,0,0,0,19,19,19,41701,3,57.25,57.25,57.25,0,0,0,-0.38,-0.13,-0.07,0,0,0,0,0,0,0.63,0.47,0.4,0,0,0,57.25,57.25,57.25,57.25,57.25,57.25,48,48,48,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.02,48,1
623577382,0,0,0,0,0,175,1,8.5,999,4.97,0,1,0,175,1,7.43,0,5.22,0,2,0,175,1,5.44,0,19,19,19,19,6,6,19,6,6,19,19,19,0,0,0,19,19,19,41701,3,8.5,1.03,0.81,0,-0.8,-1.12,0,0.53,0.1,0,0,0,0,2.82,3.95,0,1.88,1.56,0,0,0,8.5,8.5,8.5,8.5,8.5,8.5,175,175,175,4,7,10,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0.04,175,0
623577386,0,0,0,0,0,175,1,10,999,0,0,0,0,175,1,10,999,0,0,0,0,175,1,10,999,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,19,19,19,41701,3,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,175,175,175,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0
623577387,0,113.53,0,12,0,58,1,52.93,0,163.38,8.27,22,1,78,2,40.76,0.05,177.93,29.4,40,4,128,3,47.77,0.17,19,5,5,0,0,0,0,0,0,19,5,5,0,0,0,19,5,5,41701,3,30.3,28.1,59.6,-11.71,-8.21,0.08,22.64,1.77,-1.68,0,0.59,0.95,16.04,19.39,19.57,33.64,27.55,24.25,0,3.12,6.9,59.9,59.9,68.8,67.4,67.4,68.8,58,58,58,4,7,10,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,4,7,10,0,0,0,0,0.1,0.09,0,0,0,0.24,128,0
623577388,1,0,0,0,0,257,2,68,999,0.43,0,2,0,257,2,67.89,0,1.02,0,3,0,257,2,67.65,0,19,19,19,19,6,6,19,6,6,19,19,19,0,0,0,0,0,0,41701,3,68,67.2,66.9,0,-0.09,-0.13,0,0.05,0.04,0,0,0,0,0.3,0.46,0,0.16,0.22,0,0,0,68,68,68,68,68,68,199,199,199,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.04,257,0
623577389,1,30.77,0,8,0,47,2,14.98,0,33.67,0,11,0,47,2,13.43,0,38.45,0,13,0,47,2,12.24,0,19,19,19,0,0,0,0,0,0,19,19,19,0,0,0,19,19,19,41701,3,12.2,10.96,9.46,-3.15,-1.38,-0.97,-2.79,-1.94,-1.13,0,0,0,4.97,4.03,3.81,13.51,10.25,8.61,0,0,0,13.1,13.1,13.1,22.4,22.4,22.4,29,29,29,4,7,10,3,4,5,3,4,5,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0.02,0.02,0.02,0,0,0,0.12,47,1
623577390,1,0.05,0,1,0,0,0,2.71,0,0.05,0,1,0,0,0,2.71,0,0.05,0,1,0,0,0,2.71,0,19,19,19,0,0,0,0,0,0,19,19,19,19,19,19,19,19,19,41701,3,2.71,2.71,2.71,0,0,0,-0.02,-0.01,0,0,0,0,0,0,0,0.03,0.02,0.02,0,0,0,2.71,2.71,2.71,2.71,2.71,2.71,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.02,0,1
623577392,0,58.07,5.4,26,8,48,1,30.91,0.09,69.8,14.02,34,15,48,1,23.01,0.2,83.52,16.98,41,17,48,1,17.8,0.2,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,19,19,19,41701,3,19.16,11.12,2.89,-9.99,-5.81,-4.25,-5.09,-3.36,-1.83,0.32,0.3,-0.01,13.48,13.72,14.05,10.7,9.71,8.35,1.24,2.24,1.93,32.14,32.14,32.14,49.4,49.4,49.4,48,48,48,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,7,10,0,0.01,0,0,0,0,0,0,0.24,0.28,48,0
623577393,0,9.37,19.6,4,6,48,1,54.45,2.09,26.7,36.82,12,16,48,1,49.77,1.38,26.7,54.38,12,19,48,1,47.43,2.04,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,19,19,19,41701,3,52.38,41.98,41.98,-1.95,-2.82,-1.95,-0.06,0.39,-0.35,3.06,0.84,0.36,2.68,6.23,6.33,2.71,3.86,3.65,4.41,3.87,5.74,55.02,55.02,55.02,58,58,58,48,48,48,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,0,0,0,0,0,0,0,0,0.11,0.14,48,0
