Brand,Battery capacity (mAh),Screen size (inches),Touchscreen,Resolution x,Resolution y,Processor,RAM (MB),Internal storage (GB),Rear camera,Front camera,Operating system,Wi-Fi,Bluetooth,GPS,Number of SIMs,3G,4G/ LTE,Price
Swipe,2000,4,Yes,480,800,4,512,4,5,1.3,Android,Yes,Yes,Yes,2,Yes,Yes,1999
Itel,2400,5,No,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4880
Panasonic,4000,5.5,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5930
Panasonic,3000,5.2,Yes,1080,1920,8,4000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,11499
Intex,1450,4,Yes,480,800,4,512,4,5,1.3,Android,Yes,Yes,No,2,No,Yes,3935
Micromax,1800,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,No,4999
Zen,2000,5,Yes,720,1280,4,1000,8,5,2,Android,Yes,Yes,No,2,Yes,Yes,4790
Nubia,5000,5.5,Yes,1080,1920,8,4000,64,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,9049
Nubia,3000,5.5,Yes,720,1280,8,3000,64,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,7160
Karbonn,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,1,Yes,Yes,5668
Intex,2600,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3999
Lenovo,2000,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,No,6450
LeEco,4070,5.5,Yes,1080,1920,4,4000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,10990
iVoomi,3000,5,Yes,1440,2560,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3900
Swipe,2500,5,Yes,720,1280,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4400
Intex,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,Yes,3690
Nubia,3000,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5999
ZTE,2800,5,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,No,No,5200
Alcatel,2800,5.2,Yes,720,1280,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,15026
Sony,2300,5,Yes,720,1280,8,3000,32,23,8,Android,Yes,Yes,No,2,No,Yes,7994
Swipe,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5999
Nokia,3000,5.2,Yes,720,1280,8,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,8999
Swipe,1800,4,Yes,480,854,4,1000,16,5,1.3,Android,Yes,Yes,No,2,Yes,Yes,2690
Asus,2600,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999
Intex,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4400
Intex,1500,4,Yes,360,640,4,512,4,2,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,4095
Intex,2000,4.7,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4050
Swipe,4000,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4499
Lava,2500,5,Yes,720,1280,4,2000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5599
Intex,2500,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6199
Micromax,2000,5,Yes,720,1280,1,1000,8,5,2,Android,Yes,Yes,Yes,1,No,No,4499
Micromax,4000,5,Yes,720,1280,1,1000,8,8,2,Android,Yes,Yes,Yes,1,Yes,Yes,3999
Samsung,2600,5,Yes,540,960,1,1000,8,8,5,Android,Yes,No,No,2,No,No,5990
Swipe,2500,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,No,No,2999
Xolo,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6099
Lyf,3000,5.5,Yes,720,1280,8,2000,16,13,5,Android,No,Yes,Yes,2,No,Yes,7000
Lyf,3000,5.2,Yes,1080,1920,8,3000,32,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,7599
Karbonn,2800,5.5,Yes,720,1280,4,1000,8,5,3.2,Android,Yes,Yes,Yes,2,Yes,Yes,5900
Lyf,2250,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6099
LG,3200,5.7,Yes,720,1280,8,3000,16,13,8,Android,Yes,Yes,Yes,1,Yes,Yes,6999
LG,2500,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7450
Zuk,3100,5.5,Yes,1080,1920,4,4000,64,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,29124
Zen,2700,5.5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3899
Lava,1850,4.5,Yes,480,800,4,1000,8,5,5,Android,Yes,Yes,Yes,2,No,No,5599
Swipe,3000,5.5,Yes,1080,1920,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,12999
Panasonic,2600,5.3,Yes,720,1280,4,2000,16,13,5,Android,Yes,No,Yes,2,Yes,Yes,8000
Swipe,2000,4,Yes,480,800,4,1000,8,5,1.3,Android,Yes,Yes,Yes,2,Yes,Yes,3999
Gionee,2300,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,No,Yes,2,No,No,7499
Micromax,1800,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4950
Micromax,1600,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4499
Meizu,4000,5.5,Yes,1080,1920,8,3000,16,13,5,Android,Yes,Yes,Yes,2,No,Yes,5490
Lyf,2800,5.5,Yes,1080,1920,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5550
Lava,2800,5.5,Yes,720,1280,4,2000,32,8,5,Android,Yes,Yes,No,2,No,Yes,4999
Meizu,3400,5.7,Yes,1440,2560,8,4000,64,12,5,Android,Yes,Yes,Yes,2,No,Yes,27600
Panasonic,3000,5.5,Yes,720,1280,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,13990
HTC,3200,5.5,Yes,1440,2560,8,3000,32,16,8,Android,Yes,Yes,Yes,1,Yes,Yes,11100
Lyf,2250,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5099
Panasonic,2000,5,Yes,720,1280,4,1000,16,8,2,Android,Yes,Yes,Yes,2,No,Yes,6998
Zopo,2300,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4598
Motorola,3050,5.5,Yes,1080,1920,8,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,7499
Lyf,2000,4.5,Yes,480,854,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3499
Huawei,4000,5.9,Yes,1080,1920,8,4000,64,20,8,Android,Yes,Yes,Yes,2,Yes,Yes,53983
Intex,4350,5,Yes,720,1280,4,1000,8,0,0,Android,Yes,Yes,Yes,2,No,No,3499
Zen,2900,5.5,Yes,480,854,4,1000,8,5,3.2,Android,Yes,Yes,Yes,2,Yes,No,3739
Swipe,2500,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4999
Samsung,3300,5.5,Yes,1080,1920,8,3000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,11200
Xolo,2350,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,No,No,4099
Zopo,2100,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4289
Intex,3650,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6772
Intex,1650,4.5,Yes,480,854,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,2699
Intex,2500,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,5429
Intex,2800,5.5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,5849
Intex,2450,5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,No,3999
Honor,3000,5.2,Yes,1080,1920,8,2000,16,13,8,Android,Yes,Yes,Yes,1,No,Yes,16699
Honor,3100,5.5,Yes,720,1280,8,2000,16,13,8,Android,Yes,Yes,Yes,1,No,No,5999
BlackBerry,3000,5.5,Yes,1440,2560,4,4000,32,21,8,Android,Yes,Yes,Yes,1,Yes,Yes,16999
Xiaomi,4850,6.44,Yes,1080,1920,6,4000,128,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,19999
Lyf,4000,5,Yes,720,1820,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,6498
Lyf,1800,4,Yes,480,800,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,No,Yes,3579
Zen,2900,5.5,Yes,854,480,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,2999
Intex,2800,5,Yes,480,854,4,2000,16,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,5949
Vivo,2730,5.2,Yes,1280,720,8,2000,16,8,5,Android,Yes,Yes,Yes,1,No,No,10450
Google,2770,5,Yes,1080,1920,4,4000,32,12.3,8,Android,Yes,Yes,Yes,1,Yes,Yes,22299
Karbonn,2300,5,Yes,480,854,1,512,4,3.2,0.3,Android,Yes,Yes,Yes,2,Yes,No,3999
Intex,2000,4.5,Yes,480,854,1,1000,8,5,2,Android,No,Yes,Yes,2,No,No,4532
Gionee,3100,5.5,Yes,720,1080,8,3000,32,13,5,Android,Yes,Yes,Yes,2,No,No,5999
Coolpad,4010,5.5,Yes,1080,1920,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,12050
Lava,2350,5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,5500
Samsung,3300,5.5,Yes,1080,1920,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7999
Micromax,2000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4299
Panasonic,2000,5,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,No,Yes,6990
Lava,1850,5,Yes,480,854,2,512,4,5,0.3,Android,Yes,Yes,No,2,No,No,2299
Lava,2600,5.5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6400
Micromax,1400,4,Yes,480,800,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,3195
HTC,2700,5.5,Yes,720,1280,4,2000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,16000
Samsung,2400,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,12499
Videocon,3000,5,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8250
Zopo,2300,5.5,Yes,720,1280,4,1000,16,8,2,Android,Yes,Yes,Yes,2,Yes,No,4333
Lenovo,2900,5.5,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,6990
Lenovo,2300,5,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,7300
Lenovo,2300,5,Yes,720,1280,4,1000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,7450
Zen,2000,4.5,Yes,480,854,4,512,8,5,1.3,Android,Yes,Yes,Yes,2,Yes,No,2799
Samsung,1950,3.8,No,480,800,4,2000,16,8,5,Android,Yes,Yes,Yes,1,No,Yes,16990
Xolo,2500,5,Yes,1280,720,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5149
Intex,2200,5,Yes,480,854,4,2000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,2999
Intex,2000,4.5,Yes,480,854,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,2700
Lyf,2300,5,Yes,720,1280,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4060
Vivo,2000,4.5,Yes,480,854,4,1000,16,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,7100
Intex,2200,5,Yes,720,1280,6,2000,16,5,5,Android,Yes,Yes,Yes,2,Yes,No,4299
InFocus,2600,5.5,Yes,1280,720,4,3000,16,13,8,Android,Yes,Yes,No,2,No,Yes,6499
Samsung,1500,4,Yes,480,800,4,1000,8,5,0.3,Tizen,Yes,Yes,Yes,2,Yes,Yes,3599
Yu,3000,5.2,Yes,1080,1920,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7000
Yu,2000,4.7,Yes,720,1280,4,2000,8,8,2,Android,Yes,No,Yes,2,Yes,Yes,6199
Celkon,2000,5,Yes,480,854,4,1000,8,5,3.2,Android,Yes,Yes,Yes,2,Yes,No,3999
Intex,1400,4,No,480,800,4,512,4,2,0.3,Android,Yes,Yes,Yes,1,Yes,Yes,3990
Intex,2000,4,No,480,800,4,512,4,5,0.3,Android,Yes,Yes,No,1,No,No,4999
Lyf,2250,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,7499
Lyf,1750,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,2499
Intex,3400,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6999
Asus,2070,4.5,Yes,480,854,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,4499
Lyf,2000,4.5,Yes,480,854,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,2545
Lyf,2920,5.5,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,4999
Micromax,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,7998
Swipe,3000,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,No,2990
Lava,4000,5,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,6199
Lyf,2850,6,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,4995
Intex,2800,5,Yes,480,854,1,1000,8,5,2,Android,No,Yes,Yes,2,Yes,Yes,4600
Lenovo,3500,5.5,Yes,1080,1920,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,7990
Panasonic,2450,5,Yes,720,1280,4,3000,32,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5599
Panasonic,2400,4,Yes,800,480,4,512,8,2,0.3,Android,Yes,Yes,No,2,Yes,No,2190
Intex,2200,5,Yes,1280,720,4,2000,16,8,5,Android,Yes,Yes,Yes,1,Yes,No,6499
Lyf,2600,5,Yes,720,1280,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7900
Karbonn,2000,5,No,1280,720,4,1000,8,8,3.2,Android,Yes,Yes,No,2,Yes,No,3279
Samsung,2600,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,10480
InFocus,2600,5.5,Yes,1080,1920,8,3000,16,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,6000
Intex,2450,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,No,4997
Lava,1500,4,Yes,480,800,1,256,0.512,2,0.3,Android,Yes,Yes,No,2,Yes,No,1999
Lava,1750,4.5,Yes,480,800,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,6999
Intex,2000,4.5,Yes,480,854,4,512,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,2488
Intex,2800,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,3887
Lava,2350,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6600
Lyf,2920,5,Yes,720,1280,1,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999
Asus,4100,5.2,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,13990
Karbonn,4000,5,Yes,480,854,1,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3299
Samsung,3000,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5990
Samsung,2600,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6480
Samsung,2600,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,1,Yes,Yes,5990
Intex,3800,5,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,4995
Nubia,5000,5.5,Yes,1080,1920,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,11999
Panasonic,3000,5.5,Yes,1080,1920,8,3000,32,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,10990
TCL,2500,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4989
Karbonn,2200,4,Yes,480,800,4,512,4,2,0.3,Android,Yes,Yes,Yes,2,Yes,No,1999
Vivo,3000,5.2,Yes,1080,1920,8,4000,64,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,9999
iBall,2300,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4890
Nubia,3000,5.5,Yes,1080,1920,4,6000,64,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,20999
Lyf,2500,5,Yes,1080,1920,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,6990
Intex,2100,5,Yes,480,854,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,4790
Micromax,2500,5.5,Yes,720,1280,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,No,7389
Oppo,2630,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8666
Intex,2500,5,Yes,480,854,4,512,8,2,0.3,Android,Yes,Yes,Yes,2,Yes,No,2658
Panasonic,5000,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,No,5499
Xiaomi,4100,5,Yes,720,1280,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6500
Intex,2200,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4899
Lyf,3000,5.5,Yes,1080,1920,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,494
Lyf,2300,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,7000
Panasonic,2400,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,3590
Panasonic,1400,4,Yes,480,800,4,512,4,5,2,Android,Yes,Yes,Yes,2,Yes,No,2488
Lenovo,4050,6.4,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,1,Yes,Yes,8999
Lenovo,4050,6.4,Yes,1440,2560,8,4000,64,16,8,Android,Yes,Yes,Yes,1,Yes,Yes,22999
Lava,2700,5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999
Lyf,2000,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8399
Lava,2500,5,Yes,720,1280,4,2000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,9700
Intex,1800,4.5,Yes,480,584,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4499
Samsung,2600,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8299
Lyf,1750,4,Yes,480,800,4,512,4,2,2,Android,Yes,Yes,No,2,Yes,Yes,1999
Swipe,3050,5,Yes,1080,1920,8,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,2999
Lava,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,8999
Intex,3000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4500
LG,3000,5.7,Yes,1080,1920,8,3000,16,16,8,Android,Yes,Yes,Yes,1,Yes,Yes,8999
LG,4100,5.3,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6999
Lyf,1400,4,Yes,480,800,4,512,8,2,0.3,Android,Yes,Yes,No,2,Yes,Yes,4199
Zen,1800,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,2639
Lava,1750,4.5,Yes,480,800,4,512,4,5,0.3,Android,Yes,Yes,No,2,Yes,No,4199
Lava,1300,4,Yes,480,800,4,512,4,2,0.3,Android,Yes,Yes,No,2,Yes,No,2399
Panasonic,4000,5,Yes,720,1280,4,3000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5430
Lava,2200,5.5,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,4200
Micromax,2500,5,Yes,720,1280,4,1000,8,8,8,Android,Yes,Yes,Yes,2,Yes,No,5970
Micromax,1750,4.5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4299
Intex,2200,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999
Intex,1900,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4866
Motorola,2800,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6990
Sony,2700,6,Yes,1080,1920,8,3000,16,21.5,16,Android,Yes,Yes,Yes,1,Yes,Yes,7999
Lenovo,2300,5,Yes,720,1280,4,1000,8,5,2,Android,Yes,Yes,Yes,1,Yes,Yes,4500
HTC,2200,5,Yes,720,1280,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6498
Lyf,4000,5,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,5999
Lyf,1500,4,Yes,480,800,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3599
Lava,2000,5,Yes,480,800,4,512,4,5,2,Android,Yes,Yes,Yes,2,Yes,No,3399
Micromax,2000,5,Yes,720,1280,4,3000,16,8,2,Android,No,No,No,2,Yes,Yes,4595
Intex,1800,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,No,2,Yes,Yes,3949
Intex,1450,4,Yes,480,800,4,512,4,0.3,0.3,Android,Yes,Yes,Yes,2,Yes,No,2666
HTC,2800,5.5,Yes,1080,1920,8,3000,32,13,4,Android,Yes,Yes,No,1,Yes,Yes,7999
Micromax,3000,6,Yes,540,960,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,7530
iBall,2000,5,Yes,480,854,4,512,4,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,1999
Honor,3000,5.2,Yes,1080,1920,8,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,No,9999
Panasonic,2700,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5549
Swipe,3000,5.5,Yes,720,1280,4,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7500
Asus,2070,4.5,Yes,480,854,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,3999
Intex,1500,4.5,Yes,480,854,4,1000,8,2,0.3,Android,Yes,Yes,Yes,2,Yes,No,4750
ZTE,2540,5.5,Yes,720,1280,4,2000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,4999
ZTE,3000,5.5,Yes,1080,1920,8,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,4500
LeEco,3000,5.5,Yes,1080,1920,10,4000,32,21,8,Android,Yes,Yes,Yes,1,Yes,Yes,5890
Nubia,2800,5,Yes,1080,1920,8,3000,64,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,9999
Gionee,2000,5,Yes,720,1280,4,1000,16,5,2,Android,Yes,Yes,Yes,2,Yes,No,4800
Yu,4000,6,Yes,1080,1920,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6499
Videocon,3000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,4006
HTC,3000,5.2,Yes,1440,2560,8,3000,32,12,5,Android,Yes,Yes,Yes,1,Yes,Yes,9751
Meizu,4100,5.5,Yes,1080,1920,8,2000,16,13,5,Android,Yes,Yes,No,2,Yes,Yes,5290
Reach,2500,5,Yes,720,1280,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,2690
Asus,2500,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4990
Gionee,1850,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,4999
Samsung,5000,6,Yes,1080,1920,8,4000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,19980
Intex,1400,4,Yes,480,800,4,512,4,2,2,Android,Yes,Yes,Yes,2,Yes,No,2199
Samsung,3300,5.5,Yes,720,1080,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,13450
Samsung,3100,5.2,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,9999
Vivo,2200,4.7,Yes,540,960,4,1000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,8599
Reach,2000,4,Yes,480,800,4,1000,8,3.2,1.3,Android,Yes,Yes,No,2,Yes,No,2200
Lava,2500,5,Yes,720,1280,4,2000,8,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,4500
Videocon,2200,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6600
Lava,1200,4,Yes,480,800,2,512,4,2,0.3,Android,Yes,Yes,Yes,2,Yes,No,1999
Intex,2500,5,Yes,480,854,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,3333
Intex,1700,4,Yes,480,800,4,768,4,2,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,6500
Lava,1750,4.5,Yes,480,854,2,512,8,3.2,0.3,Android,Yes,Yes,Yes,2,Yes,No,1999
InFocus,2300,4.5,Yes,850,480,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4490
Panasonic,1600,4.5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,6760
Intex,2200,5,Yes,480,854,4,1000,8,5,0,Android,Yes,Yes,Yes,2,Yes,No,3499
mPhone,3050,5.5,Yes,1080,1920,8,4000,64,21,8,Android,Yes,Yes,Yes,2,Yes,Yes,6499
mPhone,2600,5.5,Yes,1080,1920,8,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,7399
Intex,2300,5,Yes,480,854,2,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,2999
Lyf,2250,5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,3499
Blu,2300,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7999
